title,Drama,Comedy,Horror,Film-Noir,Romance,Western,Adventure,Thriller,Fantasy,IMAX,Documentary,Children,Musical,Action,War,Mystery,Sci-Fi,Animation,Crime
Miss Kicki (2009),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Effects (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Midnight's Children (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identity Thief (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Waiting Room, The (2007)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow People  (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCs of Death, The (2012)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 tapaa pilata avioliitto (2013),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainy Dog (Gokudô kuroshakai) (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Perkele! Kuvia Suomesta (1971),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Resident Evil: Damnation (2012),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Foreigner, The (1978)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days and Hours (Kod amidze Idriza) (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assault of the Sasquatch (Sasquatch Assault) (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dancing in the Rain (Ples v dezju) (1961),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rage, The (2007)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bang Bang Club, The (2010)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gatekeepers, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Glimpse Inside the Mind of Charles Swan III, A (2012)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lore (2012),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Drogówka (2013),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rumble in the Air-Conditioned Auditorium: O'Reilly vs. Stewart 2012, The (2012)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasquatch: The Legend of Bigfoot (1977),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Right America: Feeling Wronged - Some Voices from the Campaign Trail (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Battlestar Galactica: Blood & Chrome (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Devil's Tomb, The (2009)",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Game of Death (2010),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Quackser Fortune Has a Cousin in the Bronx (1970),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Zodiac (Armour of God III) (CZ12) (2012),0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Unfinished Song (Song for Marion) (2012),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Creatures (2013),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Living Free (1972),1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ten Tall Men (1951),0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Incir Reçeli (2011),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knucklehead (2010),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Day to Die Hard, A (2013)",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
I Thank a Fool (1962),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monte Walsh (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
21 and Over (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tale of Tales (Skazka skazok) (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"House Is Black, The (1963)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mothlight (1963),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
War Witch (Rebelle) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"World Before Her, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A.K.A. Don Bonus (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Who Killed Vincent Chin? (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Safe Haven (2013),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elles (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Edges: The 'Grizzly Man' Session (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Last Will of Dr. Mabuse, The (Testament du Dr. Mabuse, Le) (1933)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Blue Angel, The (1930)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronies: The Extremely Unexpected Adult Fans of My Little Pony (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frozen Planet (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Act of Killing, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Match King, The (1932)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goddess of 1967, The (2000)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Åsa-Nisse - Wälkom to Knohult (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PressPausePlay (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
U.S. Seals (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Raid on Rommel (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Angel Levine, The (1970)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universal Soldier: Day of Reckoning (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Room 237 (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arnulf Rainer (1960),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Above the Street, Below the Water (Over gaden under vandet) (2009)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazing Johnathan: Wrong on Every Level (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mind Reader, The (1933)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benji (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
To.get.her (2011),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Escape from Planet Earth (2013),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Saving Lincoln (2013),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton Oswalt: No Reason to Complain (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruna Surfistinha (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death of a Salesman (1966),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scarecrow, The (1972)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Film Noir: Bringing Darkness to Light (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Helicopter String Quartet (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Breaking the Surface: The Greg Louganis Story (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salla: Selling the Silence (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Cost of Oil: Voices from the Arctic, The (2009)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Before Midnight (2013),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oranges, The (2011)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fake It So Real (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Black Magic Rites & the Secret Orgies of the 14th Century (Riti, magie nere e segrete orge nel trecento...) (1973)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Make a Monster (2001),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Which Way Home (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heroine (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starship Troopers: Invasion (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Lucifer Rising (1972),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Escape (Flukt) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Snitch (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Black on White (Mustaa valkoisella) (1968),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sixtynine (69) (1969),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye In The Sky (Gun chung) (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TPB AFK: The Pirate Bay Away from Keyboard (2013),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I aionia epistrofi tou Antoni Paraskeva (2013),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living in Emergency: Stories of Doctors Without Borders (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dark Skies (2013),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Blue Swallow (Cheong yeon) (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empty Nest (El nido vacío) (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Jesus (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marie Krøyer (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh Boy (A Coffee in Berlin) (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Holy Wars (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
911 in Plane Site (2004),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Murder in Greenwich (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Maniac Cop 2 (1990),0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gunfighter's Moon  (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Movie, A (1958)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fantomas (Fantômas - À l'ombre de la guillotine) (1913),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Act of Seeing with One's Own Eyes, The (1971) ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
På sista versen (1999),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Look, Up in the Sky! The Amazing Story of Superman (2006)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Aral, Fishing in an Invisible Sea (2004)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Suitor, The (Soupirant, Le) (1962)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo Yo (Yoyo) (1965),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As Long as You've Got Your Health (Tant qu'on a la santé) (1966),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack the Giant Slayer (2013),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
East Meets West (Dung sing sai tsau 2011) (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Exorcism Part II, The (2013)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lenny Bruce: Swear to Tell the Truth (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Verboten! (1959),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Solitude of Prime Numbers, The (2010)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wadjda (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legend of Sleepy Hollow, The (1949)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
G.I. Joe: Retaliation (2013),0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
Kiss Me (Kyss Mig) (2011),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name is Juani (Yo soy la Juani) (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoker (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Phantom (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tale of Sweeney Todd, The (1997)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Grand Amour, Le (1969)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound City (2013),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oz the Great and Powerful (2013),0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"Net 2.0, The (2006) ",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Satan's Blood (Escalofrío) (1978),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripping the Rift: The Movie (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Fog City Mavericks (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dead Man Down (2013),1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Croods, The (2013)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Land of Milk and Honey (Pays de cocagne) (1971),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Thick-Walled Room, The (Kabe atsuki heya) (1953)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Will Buy You (Anata kaimasu) (1956),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Movie Is Broken (2010),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life 2.0 (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sons of Perdition (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Last Call at the Oasis (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Child, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And Now the Screaming Starts! (1973),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wieners (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Borrowers, The (2011)",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Suomisen Olli yllättää (1945),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Person Plural (2000),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
First Target (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Age of the Dragons (2011),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"Trial of the Incredible Hulk, The (1989)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Populaire (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Park (1991),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inheritance, The (Karami-ai) (1964)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hello, Friend (2003)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hucksters, The (1947)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emperor (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Silence, The (Das letzte Schweigen) (2010)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Girl, The (2012)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genghis Khan (1965),1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Shadow Boxers (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leviathan (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burn (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elevator (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3some (Castillos de cartón) (2009),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accomplices (Complices) (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Glass Menagerie, The (1950)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great Gatsby, The (1949)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500 Liberty (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wild Guitar (1962),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sadist, The (1963)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Klip (Clip) (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herman's House (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Westward the Women (1951),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thousand Cuts, A (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Radio Rebel (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarStruck (2010),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Geek Charming (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elevator (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Their Skin (2012),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Give It a Year (2013),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Incredible Burt Wonderstone, The (2013)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Breakers (2013),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Red Spectacles, The (Jigoku no banken: akai megane) (1987)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Abendland (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shanghai Calling (2012),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm So Excited (Los amantes pasajeros) (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finger, The (Dedo, El) (2011)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frozen, The (2012)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amber Lake (2011),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unspeakable Acts (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Árido Movie (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operation Daybreak (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Crossing, The (2000)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shining Night: A Portrait of Composer Morten Lauridsen (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stolen Seas (2012),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Snow Creature, The (1954)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowbeast (1977),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atomic States of America, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Miss Farkku-Suomi (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Comic (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Outlaw of Gor (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Call, The (2013)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Olympus Has Fallen (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Wayward Bus, The (1957)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where Are My Children? (1916),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InAPPropriate Comedy (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Crewdson: Brief Encounters (2012),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blood Games (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Colder Kind of Death, A (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Greater Promise, A (Iskateli Schastya) (1936)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Abraham Lincoln (1930),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Riders of the Purple Sage  (1996),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steep (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Laffghanistan: Comedy Down Range (2009),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Los Marziano (2011),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Brother the Devil (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"First Time, The (2012)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezzo Forte (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Company (2011),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kill for Me (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Christine Jorgensen Story, The (1970)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moving Out (1983),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspectors, The (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Big Bang in Tunguska (Das Rätsel von Tunguska) (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Big Circus, The (1959)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Last Five Girlfriends (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss, The (1929)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trailer Park of Terror (2008),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Task, The (2011)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2:22 (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Cottage, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miguel and William (Miguel y William) (2007),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brussels Business, The (2012)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Big Girls Don't Cry... They Get Even (Stepkids) (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curse of the Blair Witch (1999),0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Substitute, The (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Likeable Mister R, The (Simpaticul domn R) (1969)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Upperworld (1934),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storage (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the House (2012),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30 Beats (2012),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"King Is Dead!, The (2012)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nazty Nuisance (1943),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Ungentlemanly Act, An (1992)",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Place Beyond the Pines, The (2012)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Into the White (Cross of Honour) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Brass Teapot, The (2012)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Phil Spector (2013),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For the Love of a Dog (2008),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alabama Moon (2009),1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Smitty (2012),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Host, The (2013)",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
